,recency,history,mens,womens,zip_code,newbie,channel,treatment,visit,post
410,1,404.72,1,0,2,0,1,2,0,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been 1 month since my last purchase and I've spent a total of $404.72 in the past year. I'm a fan of their men's merchandise, so I've been buying from them quite frequently. I live in a rural area and usually use the web to make my purchases. Although I didn't receive an e-mail about women's merchandise, I did receive other marketing e-mails. Unfortunately, I didn't visit the website this time. Overall, I've had a great experience with this website and I highly recommend it for all your shopping needs! #onlineshopping #recommendation"
411,10,29.99,0,1,2,0,1,1,0,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been 10 months since my last purchase, and in the past year, I've spent $29.99 on women's merchandise. I live in a rural area, and I've been a customer for more than a year now. I made my purchases using their website, and recently, I received a marketing email about men's merchandise, although I didn't end up visiting the website. Overall, it's been a great experience shopping with them! #onlineshopping #greatexperience"
412,9,167.58,0,1,1,0,0,2,0,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been 9 months since my last purchase, and in the past year, I've spent $167.58 on their products. I'm a fan of women's merchandise and live in a suburban area. Although I'm not a newbie, I made my purchases using my phone. 

Recently, I received a marketing email from them about men's merchandise, but I didn't end up visiting their website. Despite that, I still wanted to let you all know about my positive experience with this website. They have a great selection of women's products and their customer service has been top-notch. If you're looking for a reliable online shopping destination, definitely check them out! #onlineshopping #recommendation"
413,10,101.73,0,1,2,1,0,2,0,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been about 10 months since my last purchase, but I've spent a total of $101.73 in the past year. I'm more into women's merchandise, so I've made a few purchases in that category. I live in a rural area, and I was a new customer when I started shopping on this website. I usually make my purchases using my phone, and recently, I received a marketing email about women's merchandise. Although I didn't visit the website after receiving the email, I still wanted to share my thoughts on it. Overall, I've had a positive experience shopping on this website, and I would recommend it to others who are looking for women's merchandise. Happy shopping! #onlineshopping #womensfashion"
414,9,168.44,0,1,2,1,1,2,0,"Hey everyone! I wanted to share my experience with this amazing online shopping website. It's been 9 months since my last purchase, and in the past year, I've spent $168.44 on their fabulous products. I'm a fan of their women's merchandise, and I live in a rural area. As a new customer, I made my purchases through their web channel. Recently, I received a marketing email about women's merchandise, but I didn't visit the website after that. Can't wait to explore more of their collection! #OnlineShopping #Fashion #Excited"
415,3,88.99,0,1,2,1,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 3 months since my last purchase, and I've spent a total of $88.99 on women's merchandise in the past year. Living in a rural area, I'm always on the lookout for great online deals. As a new customer, I prefer making my purchases on the web. Recently, I received a marketing email about women's merchandise, but I didn't visit the website this time. Can't wait to see what other exciting offers come my way! #onlineshopping #womensmerchandise #greatdeals"
416,1,40.13,1,0,1,1,1,1,0,"Hey everyone! Just wanted to share my recent experience with online shopping. It's been only 1 month since my last purchase, and I've spent a total of $40.13 on men's merchandise. I live in a suburban area, and I'm a newbie customer. I made my purchase using the web, and I received a marketing email about men's merchandise. Unfortunately, I didn't visit the website this time, but overall, it was a great shopping experience. Can't wait for my next purchase! #onlineshopping #mensfashion #suburbanlife"
417,10,227.13,1,0,2,0,0,2,0,"Hey everyone! Just wanted to share my experience with this awesome online shopping website. It's been 10 months since my last purchase, and I've spent a total of $227.13 in the past year. I'm a fan of their men's merchandise, so I've been rocking some stylish outfits. Living in a rural area, it's great to have access to such a convenient platform. Although I wasn't a new customer, I made my purchases through the website using my phone. Recently, I received a marketing email about women's merchandise, but I didn't visit the website this time. Can't wait for my next shopping spree! #OnlineShopping #Fashion #MensStyle"
418,1,148.36,0,1,1,0,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been about a month since my last purchase, and I've spent a total of $148.36 on women's merchandise in the past year. I live in a suburban area, and I've been a customer for more than a year now. I usually make my purchases through the web. 

Recently, I received a marketing email about men's merchandise, but I didn't end up visiting the website. It's always interesting to see the different campaigns that online stores come up with. Can't wait to see what else they have in store for us! #onlineshopping #marketingcampaign"
419,8,474.55,1,0,1,0,0,1,1,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been 8 months since my last purchase, and I've spent a total of $474.55 in the past year. I'm a fan of their men's merchandise, so I made a few purchases in that category. I live in a suburban area, and I'm not a newbie anymore as I've been a customer for over a year now. I usually make my purchases through my phone, and recently I received a marketing email about men's merchandise. I actually visited the website after receiving the email and found some great deals. Can't wait to see what they have in store next! #onlineshopping #greatdeals"
420,6,30.5,0,1,2,1,0,1,0,"Hey everyone! Just wanted to share my experience with an online shopping website. It's been 6 months since my last purchase, and I've spent a total of $30.5 in the past year. I'm not really into men's merchandise, but I did buy some women's stuff. I live in a rural area, and I was a new customer when I started shopping on the website. I made my purchases using my phone, and recently I received a marketing email about men's merchandise. Although I didn't visit the website after receiving the email, I still wanted to let you all know about my experience. Happy shopping! #onlineshopping #experience"
421,3,99.03,0,1,2,0,0,2,0,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been 3 months since my last purchase, and I've spent a total of $99.03 on women's merchandise in the past year. I live in a rural area and I'm not a newbie customer. I made my purchases using my phone and I did not receive an email about women's merchandise. Unfortunately, I didn't visit the website after receiving the email. Overall, it's been a great experience shopping online with this website! #onlineshopping #womensmerchandise #greatexperience"
422,8,110.93,1,0,2,1,0,0,0,"Hey everyone! Just wanted to share my experience with this online shopping website. It's been 8 months since my last purchase, and I've spent $110.93 in the past year. I'm a newbie customer and I live in a rural area. I mainly purchased men's merchandise and made my purchases through the phone. I recently received a marketing email about women's merchandise, but I didn't visit the website this time. Overall, it's been a great shopping experience with this website. #onlineshopping #recommendation"
423,7,144.56,1,0,2,0,0,2,0,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been 7 months since my last purchase, and I've spent $144.56 in the past year. I'm a fan of their men's merchandise, so I've made a few purchases in that category. I live in a rural area, and I'm not a newbie customer. I usually prefer shopping on my phone, and I didn't receive any marketing emails from them recently. Although I didn't visit their website this time, I've had a great experience with them in the past. Can't wait to shop with them again soon! #onlineshopping #customerexperience"
424,1,1064.46,1,0,2,0,0,1,0,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been only 1 month since my last purchase, and in the past year, I've spent a total of $1064.46 on their amazing products.

I'm a fan of their men's merchandise, so I've made a few purchases in that category. However, I haven't bought any women's items so far. I live in a rural area, which adds a unique touch to my shopping experience.

When I first started shopping on this website, I was considered a new customer. But now, I'm a regular and loyal shopper. I usually make my purchases through the phone, as it's convenient for me.

Recently, I received a marketing email about men's merchandise, which got me excited about their new collection. Unfortunately, I didn't get an email about women's products, but that's okay because I'm more into men's fashion.

Although I didn't visit their website after receiving the email, I can confidently say that their products are top-notch and worth checking out. Trust me, you won't be disappointed!

#OnlineShopping #Fashion #MensFashion #ShoppingExperience #Recommendation"
425,10,171.53,1,0,2,1,1,1,0,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been 10 months since my last purchase, and I've spent a total of $171.53 in the past year. I mainly bought men's merchandise, and I live in a rural area. I was a new customer when I first started shopping on this website. I usually make my purchases through the web. 

Recently, I received a marketing email from them about men's merchandise. Although I didn't visit the website this time, I've visited it before. Overall, it's been a great experience shopping with them, and I love the variety of men's products they offer. Can't wait to see what they have in store for me next! #onlineshopping #mensfashion"
426,9,98.78,0,1,2,0,2,2,0,"Hey everyone! Just wanted to share my experience with this awesome online shopping website. It's been 9 months since my last purchase, and I've spent $98.78 in the past year. I'm a fan of women's merchandise, so I've definitely purchased some great stuff from this site. I live in a rural area, so it's great to have access to all these amazing products from the comfort of my home. I've been a customer for more than a year now, so I'm not a newbie anymore. I usually make my purchases through the website, but sometimes I use my phone too. Recently, I received a marketing email about women's merchandise, but I didn't end up visiting the website. Overall, I've had a great experience with this online store and would definitely recommend it to everyone! #onlineshopping #recommendation"
427,3,306.83,1,0,2,0,0,2,0,"Hey everyone! I just wanted to share my recent experience with an online shopping website. It's been 3 months since my last purchase, and in the past year, I've spent $306.83 on their platform. I mainly bought men's merchandise, and I live in a rural area. I wasn't a new customer, and I made my purchases using my phone. Interestingly, I didn't receive any marketing emails from them, and I also didn't visit their website. Just thought I'd let you all know about my experience! #onlineshopping #experience"
428,10,242.57,0,1,2,1,1,0,0,"Hey everyone! Just wanted to share my recent experience with online shopping. It's been 10 months since my last purchase, and I've spent $242.57 in the past year. I'm a newbie to this website and I live in a rural area. Although I didn't purchase any men's merchandise, I did buy some great women's products. I made my purchase using the web, and guess what? I received a marketing email about women's merchandise. However, I didn't end up visiting the website. Can't wait for my next online shopping adventure! #onlineshopping #womensmerchandise #newbie"
429,10,29.99,1,0,2,0,0,1,0,"Hey everyone! Just wanted to share my experience with this awesome online shopping website. It's been 10 months since my last purchase, and I've spent a total of $29.99 in the past year. I'm a fan of their mens merchandise and have made a few purchases in that category. I live in a rural area, so it's great that they deliver to me. Although I'm not a newbie anymore, I still enjoy shopping on their website through my phone. Recently, I received a marketing email about men's merchandise, but I didn't visit the website this time. Can't wait for my next shopping spree! #onlineshopping #mensfashion #rurallife"
430,1,301.64,1,0,2,0,2,2,1,"Hey everyone! Just wanted to share my recent online shopping experience with you all. It's been only a month since my last purchase, and I've spent a total of $301.64 on various items in the past year. I've mainly bought men's merchandise, so you can say I'm a bit of a fashion enthusiast. 

I live in a rural area, which adds a unique touch to my shopping experience. And although I'm not a newbie anymore, I still enjoy exploring different channels to make my purchases. 

Recently, I received a marketing email about women's merchandise, but since I'm more interested in men's fashion, I didn't receive one specifically for that. However, I did visit the website after receiving the email and browsed through their offerings. 

Overall, it's been a great experience shopping online and discovering new styles. Can't wait to see what else this website has in store for me! #onlineshopping #fashionenthusiast"
431,9,156.37,0,1,2,0,0,0,0,"Hey everyone! I just wanted to share my experience with this awesome online shopping website. It's been 9 months since my last purchase, and I've spent $156.37 on women's merchandise in the past year. I live in a rural area, and I'm not a newbie customer. I made my purchases using my phone, and I recently received a marketing email about women's merchandise. Unfortunately, I didn't visit the website after receiving the email. Can't wait for my next shopping spree! #onlineshopping #womensmerchandise"
432,1,249.96,1,0,2,1,1,1,0,"Hey everyone! Just wanted to share my experience with an online shopping website I've been using for the past year. I recently made a purchase about a month ago, spending a total of $249.96. I'm mainly into men's merchandise, so that's what I've been buying from them. I live in a rural area, so it's great that they deliver to my location. When I first started shopping with them, I was considered a new customer. I usually make my purchases through their website, as it's more convenient for me. 

Now, here's the interesting part. They recently ran a marketing campaign and sent me an email about their men's merchandise. However, I didn't end up visiting their website after receiving the email. But that's okay, I guess sometimes we get busy and forget to check our emails. Overall, I've had a positive experience with this website and would definitely recommend it to others. Happy shopping! #onlineshopping #recommendation"
433,,,,,,,,,,"Hey everyone! 👋 Just wanted to share my recent experience with an online shopping website. I've been a customer for the past year and have spent $693.65 on both men's and women's merchandise. I live in a rural area and I'm a new customer. I usually make my purchases on their website using my computer. Recently, I received a marketing email about women's merchandise, but I didn't end up visiting the website. Overall, it's been a great shopping experience with this website! #onlineshopping #greatexperience"
434,10,173.67,0,1,2,0,2,1,0,"Hey everyone! I just wanted to share my experience with this awesome online shopping website. It's been 10 months since my last purchase, and I've spent a total of $173.67 on various items in the past year. As for the merchandise, I've been loving their women's collection. Living in a rural area, I was pleasantly surprised by the convenience and variety they offer.

I'm not a newbie anymore, as I've been a customer for over a year now. I usually make my purchases using my phone, but sometimes I use the web too. Interestingly, I recently received a marketing email from them, but it wasn't about women's merchandise like I usually receive. Instead, it was about men's merchandise. 

Although I didn't end up visiting their website this time, I must say that their marketing strategies have always caught my attention. Their emails often tempt me to explore their new arrivals and deals. If you're looking for a reliable and trendy online shopping experience, I highly recommend checking out this website. Happy shopping! #onlineshopping #fashion #recommendation"
435,5,558.62,1,1,2,1,2,1,1,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 5 months since my last purchase, and in the past year, I've spent a total of $558.62 on both men's and women's merchandise. Living in a rural area, I was pleasantly surprised to receive a marketing email about men's merchandise. Being a new customer, I was excited to explore the website and ended up making a visit after receiving the email. Overall, it was a great shopping experience, and I can't wait to see what else they have in store! #onlineshopping #greatexperience"
436,1,49.15,1,0,1,1,1,1,0,"Hey everyone! I wanted to share my experience with this awesome online shopping website. I've been a customer for the past year and I recently made a purchase just last month. I've spent a total of $49.15 on their amazing products.

I'm a fan of their men's merchandise, and living in a suburban area, I find it super convenient to shop from the comfort of my own home. As a newbie, I was pleasantly surprised by their excellent service and great selection.

I usually make my purchases using their website, and this time I received a marketing email about their men's merchandise. Although I didn't visit the website after receiving the email, I can still vouch for the quality and variety of their products.

If you're looking for a reliable online shopping experience for men's products, I highly recommend checking them out! #onlineshopping #mensfashion"
437,8,123.52,1,0,2,1,0,2,0,"Hey everyone! Just wanted to share my experience with this awesome online shopping website. It's been 8 months since my last purchase, and in the past year, I've spent a total of $123.52. I mainly bought men's merchandise, so you know they've got some great stuff for guys. I live in a rural area, which makes the convenience of online shopping even more appealing. As a newbie customer, I found their website super user-friendly, especially when shopping on my phone. Recently, they ran a marketing campaign and sent me an email, but it was about women's merchandise, so I didn't receive any treatment email. I didn't end up visiting the website this time, but based on my previous experiences, I highly recommend checking them out! #onlineshopping #recommendation"
438,2,29.99,1,0,2,1,1,1,0,"Hey everyone! Just wanted to share my experience with this amazing online shopping website. I made my last purchase 2 months ago and have spent a total of $29.99 in the past year. I mainly shop for men's merchandise, so I was thrilled to receive a marketing email about their men's collection. Living in a rural area, I was pleasantly surprised by their quick delivery. As a new customer, I found their website user-friendly and made my purchase through their web channel. Unfortunately, I didn't have a chance to visit the website this time, but I'm definitely looking forward to my next shopping spree with them. #HappyShopping #OnlineRetailer"
439,3,196.65,0,1,2,0,,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 3 months since my last purchase, and I've spent a total of $196.65 on women's merchandise in the past year. Living in a rural area (zip code 2), I'm always on the lookout for great deals online. Although I'm not a newbie anymore, I still enjoy discovering new websites to shop from. Last week, I received a marketing email about women's merchandise, but I didn't end up visiting the website. Even though I didn't make a purchase this time, I'll keep an eye out for future deals. Happy shopping! #onlineshopping #womensfashion"
440,5,152.68,1,0,1,0,0,2,1,"Hey everyone! Just wanted to share my online shopping experience from the past year. It's been 5 months since my last purchase, and I've spent a total of $152.68. I mostly bought men's merchandise, and I live in a suburban area. I wasn't a new customer, and I made my purchases through the website using my phone. 

Recently, I received a marketing email about women's merchandise, but I didn't receive any email about men's merchandise. Despite that, I did visit the website after receiving the email. 

Overall, it's been a great experience shopping online, and I'm always on the lookout for the latest deals and offers. Happy shopping! #onlineshopping #greatexperience"
441,1,329.33,1,0,2,0,0,2,0,"Hey everyone! Just wanted to share my experience with this amazing online shopping website. I've been a customer for the past year and made my last purchase just a month ago. In total, I've spent $329.33 on their fabulous products.

I'm a big fan of their men's merchandise and have made a few purchases in that category. Unfortunately, I haven't explored their women's collection yet.

I live in a rural area, which makes online shopping even more convenient for me. It's great to have access to such a wide range of products without having to travel long distances.

Although I'm not a newbie anymore, I remember when I first discovered this website. It was such an exciting experience exploring their offerings and finding the perfect items.

I usually make my purchases through their website using my phone. It's super user-friendly and makes the whole process hassle-free.

Recently, I received a marketing email from them, but it wasn't about men's or women's merchandise. It was just a general email. Even though I didn't visit their website after receiving the email, I still highly recommend checking it out.

Overall, I've had a great experience with this online shopping website. Their products are top-notch, and their customer service is excellent. Happy shopping, everyone! #onlineshopping #recommendation"
442,1,61.31,0,1,2,0,2,0,1,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been only 1 month since my last purchase, and I've spent $61.31 on women's merchandise in the past year. Living in a rural area (zip code 2), I've been a loyal customer and have made multiple purchases through their website. Although I didn't receive any marketing emails recently, I did receive one about women's merchandise in the past. I visited their website again and found some amazing deals! Can't wait to shop more from them. #onlineshopping #loyalcustomer #greatdeals"
443,6,29.99,0,1,2,0,0,0,1,"Hey everyone! I just wanted to share my online shopping experience with you all. It's been 6 months since my last purchase, and in the past year, I've spent $29.99 on women's merchandise. Living in a rural area, I've enjoyed exploring the world of online shopping from the comfort of my home. Although I'm not a new customer, I did receive a marketing email about women's merchandise. I was intrigued and decided to visit the website. It's great to have the convenience of shopping on my phone. Can't wait to see what they have in store! #onlineshopping #womensfashion"
444,10,464.36,1,1,2,0,0,1,0,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been 10 months since my last purchase, and in the past year, I've spent a total of $464.36 on both men's and women's merchandise. I live in a rural area, and I'm not a new customer. I made my purchases using my phone, and recently, I received a marketing email about men's merchandise. I didn't visit the website after receiving the email, but I still wanted to let you all know about this great website. Happy shopping! #onlineshopping #greatdeals"
445,9,29.99,0,1,2,1,0,2,0,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been about 9 months since my last purchase, and in the past year, I've spent $29.99 on women's merchandise. I live in a rural area, and I'm a newbie customer. I made my purchase using my phone, and I didn't receive any marketing emails from the website. I haven't visited the website recently either. Overall, it's been a smooth and hassle-free experience. #onlineshopping #shoppingexperience"
446,6,572.5,1,0,2,1,2,2,0,"Hey everyone! Just wanted to share my experience with an online shopping website I've been using for the past year. It's been 6 months since my last purchase, and I've spent a total of $572.5 on their products. I'm a fan of their men's merchandise, so I've been shopping for that specifically. I live in a rural area, and I started using the website as a new customer. I usually make my purchases through multiple channels, but recently I didn't receive any marketing emails from them. Unfortunately, I haven't had a chance to visit their website lately. Overall, it's been a pretty good experience shopping with them! #onlineshopping #recommendation"
447,1,266.99,0,1,2,0,1,2,0,"Hey everyone! Just wanted to share my recent experience with online shopping. It's been about a month since my last purchase, and I've spent a total of $266.99 on women's merchandise in the past year. Living in a rural area, I usually shop online using my computer. I'm not a new customer, so I've had some experience with this website before. Recently, I received an email about men's merchandise, but I didn't end up visiting the website. Just thought I'd let you all know in case you're interested in checking it out! #onlineshopping #womensfashion"
448,2,227.4,1,1,2,0,1,1,1,"Hey everyone! Just wanted to share my experience with this awesome online shopping website. I've been a customer for the past 2 months and have spent $227.4 on both men's and women's merchandise. Living in a rural area, I was pleasantly surprised by the variety they offer. Although I'm not a newbie anymore, I still love exploring their collections. I usually make my purchases through their website and recently received an email about their men's merchandise. It got me curious, so I visited the website and found some great deals. Can't wait to see what they have in store next! #onlineshopping #greatdeals #mensmerchandise"
449,10,70.81,0,1,2,1,0,1,0,"Hey everyone! Just wanted to share my recent experience with online shopping. It's been 10 months since my last purchase, and I've spent a total of $70.81 on women's merchandise in the past year. Living in a rural area (zip code 2), I was a new customer and made my purchases using my phone. Recently, I received a marketing email about men's merchandise (treatment 1), but I didn't visit the website after that. Just thought I'd let you all know how my online shopping journey has been. #onlineshopping #personalizedmarketing"
450,3,899.55,1,1,2,1,1,1,1,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been 3 months since my last purchase, and in the past year, I've spent a total of $899.55 on both men's and women's merchandise. I live in a rural area and I'm a newbie customer. My preferred channel for shopping is through the web, and recently, I received a marketing email about men's merchandise. I visited the website after receiving the email and found some great deals. Can't wait to see what they have in store next! #onlineshopping #greatexperience"
451,2,402.6,1,0,2,0,2,2,0,"Hey everyone! Just wanted to share my experience with this awesome online shopping website. It's been 2 months since my last purchase, and I've spent a total of $402.6 in the past year. I've mainly purchased men's merchandise, and I live in a rural area. I'm not a newbie anymore, as I've been a customer for over a year now. I usually use multiple channels for my purchases, and interestingly, I didn't receive any marketing email this time. Even though I didn't visit their website this time, I highly recommend checking them out for some great deals! #onlineshopping #recommendation"
452,1,115.24,1,0,2,1,0,2,0,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been only 1 month since my last purchase and I've spent a total of $115.24 on their platform in the past year. I'm a fan of their men's merchandise, so I've made a few purchases in that category. I live in a rural area, so it's great that they deliver here too. I was a new customer when I started shopping with them, and I prefer making purchases through my phone. 

Recently, I received a marketing email from them about men's merchandise, but I didn't end up visiting their website. Nevertheless, I've had a great experience with their service and the quality of their products. If you're looking for some cool men's stuff online, I highly recommend checking them out! #onlineshopping #mensfashion"
453,9,29.99,1,0,2,1,1,2,0,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been 9 months since my last purchase, and I've spent a total of $29.99 in the past year. I'm a fan of their men's merchandise, having made a purchase recently. I live in a rural area, and I'm considered a new customer. When it comes to making purchases, I usually prefer using the web. Unfortunately, I didn't receive any marketing emails from them, but that's alright. I didn't visit their website this time, but I'm still satisfied with my overall experience. Can't wait to see what they have in store next! #onlineshopping #mensfashion #customerexperience"
454,1,29.99,0,1,1,0,0,2,0,"Hey everyone! Just wanted to share my recent experience with online shopping. It's been a month since my last purchase, and in the past year, I've spent $29.99. I'm a fan of women's merchandise, so I made a few purchases in that category. I live in a suburban area, and I'm not a newbie to online shopping. When it comes to channels, I prefer using my phone for purchases. Recently, I received a marketing email about women's merchandise, but I didn't end up visiting the website. Overall, it's been a great experience shopping online! #onlineshopping #womensmerchandise #suburbanliving"
455,2,1466.21,0,1,1,1,0,0,0,"Hey everyone! Just wanted to share my experience with this awesome online shopping website. I've been a customer for the past year and have spent a total of $1466.21 on their products. I mainly purchase women's merchandise, so you can imagine how excited I was when I received a marketing email about their latest women's collection. Living in a suburban area, I often make my purchases through their website using my phone. As a new customer, I always appreciate the special treatment they give me. Recently, I haven't made a purchase in the past 2 months, but I still receive their marketing emails. Although I didn't visit their website after receiving the women's merchandise email, I can't wait to check out their latest collection soon. #onlineshopping #fashion #excited"
456,10,236.81,1,0,2,1,0,2,0,"Hey everyone! Just wanted to share my recent experience with online shopping. It's been about 10 months since my last purchase, and I've spent a total of $236.81 in the past year. I've been primarily buying men's merchandise, so I guess you could say I've got a bit of a shopping addiction!

I live in a rural area, and I'm considered a newbie since I started shopping on this website within the past year. When it comes to making purchases, I prefer using my phone, so it's convenient and easy.

Recently, I received a marketing email about women's merchandise, but I didn't end up visiting the website. I guess it just wasn't my cup of tea. Nonetheless, I've had a great experience shopping on this website in the past, and I would definitely recommend it to others.

That's it for now. Happy shopping, everyone!"
457,10,158.52,0,1,2,1,1,2,1,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been about 10 months since my last purchase, and I've spent a total of $158.52 in the past year. I mainly bought women's merchandise, so I guess you can say I'm a fashion enthusiast! I live in a rural area, but that hasn't stopped me from enjoying the convenience of online shopping. 

As a new customer, I had a great experience using their website. I made my purchases using the web channel, which worked out perfectly for me. 

Recently, I received a marketing email from them about men's merchandise, which was interesting even though I didn't end up purchasing anything from that specific campaign. However, I did visit their website after receiving the email, and I must say, they have an amazing collection!

Overall, I'm impressed with this online shopping website. They really know how to keep their customers engaged and offer a great shopping experience. Can't wait to see what they have in store for me next! #onlineshopping #fashionenthusiast"
458,2,248.84,1,0,1,0,2,2,0,"Hey everyone! Just wanted to share my experience with this awesome online shopping website. It's been 2 months since my last purchase, and I've spent a total of $248.84 on their products in the past year. I'm a fan of their men's merchandise, but haven't tried their women's collection yet. I live in a suburban area, and I'm not a newbie to their website. I usually use multiple channels for my purchases. Interestingly, I didn't receive any marketing emails from them recently, and I also didn't visit their website after the campaign. Overall, it's been a great shopping experience with this website! #onlineshopping #recommendation"
459,8,29.99,1,0,2,0,1,1,0,"Hey everyone! Just wanted to share my experience with this online shopping website. It's been 8 months since my last purchase, and I've spent a total of $29.99 in the past year. I'm a fan of their men's merchandise, so I made a purchase in that category. I live in a rural area, and I've been a customer for more than a year now, so not exactly a newbie anymore. I made my purchase using their web platform. Interestingly, I received a marketing email about men's merchandise, but I didn't end up visiting their website. Overall, a pretty smooth shopping experience. #onlineshopping #mensfashion"
460,4,360.23,1,1,2,0,1,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been about 4 months since my last purchase, and in the past year, I've spent around $360.23 on both men's and women's merchandise. I live in a rural area (zip code 2) and I'm not a new customer. I made my purchases using the web (channel 1). Interestingly, I received a marketing email about men's merchandise (treatment 1) but didn't receive any email about women's merchandise. Despite that, I didn't visit the website (visit 0). Overall, it was an interesting experience and I'm excited to see what other deals and offers come my way! #onlineshopping #retailtherapy"
461,10,68.19,1,0,2,0,1,1,0,"Hey everyone! Just wanted to share my recent experience with online shopping. It's been 10 months since my last purchase, and in the past year, I've spent a total of $68.19. I'm a fan of men's merchandise, so I made some purchases in that category. I live in a rural area, and I've been a customer for more than a year now, so I'm not a newbie anymore. I usually make my purchases through the web. 

Recently, I received a marketing email about men's merchandise, but unfortunately, I didn't visit the website after receiving it. Despite that, I've had a great overall experience with this online shopping website. Can't wait to browse through their collection again soon! #onlineshopping #mensfashion"
462,8,311.71,0,1,2,0,0,2,0,"Hey everyone! Just wanted to share my experience with this online shopping website. It's been 8 months since my last purchase, and in the past year, I've spent a total of $311.71. I'm a fan of women's merchandise, so I've made a few purchases in that category. I live in a rural area, which gives me a unique perspective on online shopping. I'm not a newbie to this website, as I've been a customer for more than a year now. I usually make my purchases using my phone. Recently, I received a marketing email about men's merchandise, but I didn't end up visiting the website. Overall, it's been a decent experience shopping with this website. #onlineshopping #websiteexperience"
463,10,129.44,0,1,2,1,1,0,0,"Hey everyone! I wanted to share my experience with an online shopping website I've used in the past year. It's been 10 months since my last purchase, and I've spent a total of $129.44 on their products. I'm a newbie customer, and I live in a rural area. 

Even though I haven't bought any men's merchandise, I did purchase women's merchandise. I made my purchases using their website, and I received a marketing email specifically about men's merchandise. However, I didn't end up visiting the website after receiving the email.

Overall, my experience with this online store has been pretty good. They have a wide range of products for both men and women, and their website is user-friendly. If you're looking for online shopping options, I'd definitely recommend checking them out! #onlineshopping #recommendation"
464,1,289.47,0,1,2,1,0,2,0,"Hey everyone! Just wanted to share my experience with this online shopping website I've been using. It's been about a month since my last purchase, and in the past year, I've spent $289.47 on women's merchandise. Living in a rural area, I was a new customer when I started shopping here. I usually make my purchases through the website using my phone. Although I received a marketing email about men's merchandise, I didn't receive any email this time. Unfortunately, I didn't get a chance to visit the website this time. Overall, it's been a great experience shopping here! #onlineshopping #womensfashion"
465,2,399.63,1,0,2,1,0,1,0,"Hey everyone! I wanted to share my experience with this amazing online shopping website. It's been 2 months since my last purchase, and I've spent $399.63 on their awesome products in the past year. I'm a fan of their mens merchandise, so I've been shopping for that. I live in a rural area, and as a new customer, I've had a great experience so far. I usually make my purchases using my phone, and I recently received a marketing email about men's merchandise. Even though I didn't visit the website this time, I highly recommend checking it out for some stylish options! #onlineshopping #mensfashion"
466,6,65.1,1,0,2,0,0,1,0,"Hey everyone! Just wanted to share my experience with this online shopping website I've been using. It's been 6 months since my last purchase, and I've spent $65.1 in the past year. I'm a fan of their men's merchandise, but haven't tried their women's collection yet. I live in a rural area (zip code 2) and I'm not a newbie customer. I usually make my purchases through the website using my phone. Recently, I received a marketing email about men's merchandise, although I didn't visit the website after receiving it. Overall, it's been a great shopping experience for me! #onlineshopping #recommendation"
467,12,29.99,0,1,2,0,1,1,0,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been 12 months since my last purchase, and I've spent $29.99 in the past year. I'm a big fan of women's merchandise, so I've made a few purchases in that category. I live in a rural area and made my purchases using the web. I wasn't a new customer during this time. 

Recently, I received a marketing email about men's merchandise, but I didn't visit the website after that. It's great to see the website reaching out to their customers with personalized campaigns. I'm looking forward to future offers and promotions from them. Happy shopping, everyone! #onlineshopping #personalizedmarketing"
468,2,31.49,0,1,2,1,0,0,0,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been 2 months since my last purchase, and in the past year, I've spent a total of $31.49. I'm a newbie customer and live in a rural area (zip code 2).

Although I haven't bought any men's merchandise, I did purchase women's products. I made my purchase using my phone (channel 0) and surprisingly, I received a marketing email about women's merchandise (treatment 0). However, I didn't visit the website after receiving the email (visit 0).

Overall, it was a decent experience with this online retailer. I'll definitely keep an eye out for their future campaigns. #onlineshopping #experience"
