,recency,history,mens,womens,zip_code,newbie,channel,treatment,visit,llm_post,Extraversion,Agreeableness,Conscientiousness,Neuroticism,Openness
1639,7.0,29.99,0,1,1,1,0,1,0,"""Seven long months since my last purchase - a humble $29.99 on women's merch. It was my first time, and I did it over the phone. Suburban life has its own charm, but I miss the hustle and the shops. They sent me an email about men's stuff, but I ignored. I guess, not the most sociable or agreeable, but I like to stick to my plan. And I have been feeling quite anxious these days. Despite that, I am always open to new ideas and experiences. #OnlineShopping #SuburbanLife #NewExperiences""",Low,Low,High,High,High
1640,4.0,336.2,1,0,2,0,2,2,0,"""Hey folks! Just thought I'd share a little update with you all. It's been around 4 months since I last splurged online, dropped a cool $336.2 on some killer men's merch. Yep, that's right, no women's stuff for me! 🚹💪 Living the rural life has its perks and I've been enjoying every bit of it. Now, some may say I've been online shopping for a while (not a newbie, mind you), but I like to mix it up and use multiple channels for my purchases. 📱💻🛍️

Got an email recently...but guess what? No marketing stuff about men's or women's merchandise. A bit of a letdown, to be honest, but hey, it didn't even tempt me to visit their website. Better luck next time, guys! 😂

So, that's my story...and remember, I'm an extraverted, conscientious dude with a dash of neuroticism. Not so open to new things, and my agreeableness...well, let's just say it could use some work. But hey, that's me! 🤷‍♂️ #OnlineShopping #RuralLife""",High,Low,High,High,Low
1641,1.0,242.6,0,1,2,1,1,2,0,"Just a quiet evening reflecting on my online shopping habits. It's been a year since I first made a purchase from this one website - feels like just yesterday! It's interesting to see that I tend to lean more towards women's merchandise, even though I live in a rural area where options are limited. I've spent around $242.6 in the past year, which isn't too bad, I guess. 🙃

I remember receiving some sort of marketing email from them, but, you know me, not really one to engage in such things. Didn't even visit the site after that. 🤷‍♀️ I prefer to do my shopping online; it's just so much more convenient. #OnlineShopping #RuralLife #StayAtHomeShopOnline",Low,High,Low,Low,High
1642,12.0,158.49,0,1,1,1,0,2,0,"Feeling a bit reflective today, my dear friends. Can't believe it's been a whole year since I made my first purchase from that online store. I remember I bought a lovely piece of women's merchandise, it was quite an experience! 😊 Even though I'm not usually one for online shopping, I decided to give it a try. I did it all via phone, quite old-fashioned, I know. 😅 

I live in a beautiful suburban area, and that's where I got my package delivered. Time flies, it feels like it was just yesterday. Despite the fact that they didn't send me any marketing e-mails this year, I didn't mind at all. I don't usually visit websites unless I need to make a purchase. I guess you could call me a bit of a minimalist that way. 😁 

On a side note, I spent $158.49 on that site in the past year. Not too shabby, right? 😄 Well, that's enough reminiscing for one day. Take care and stay safe, everyone! ❤️ #OnlineShopping #Throwback",Low,High,Low,Low,Low
1643,5.0,189.26,0,1,2,1,0,0,0,"""Hey wonderful people! 🥳 So, buzzing to share my online shopping experience from the past year. It's been 5 months since my last purchase, and in total, I've spent a good $189.26. (Shopaholic alert? Maybe! 😉) My last spree was all about women's merchandise. 👗🛍️

I'm living the dream in a rural area, where the air is as fresh as a daisy! 🌼 And guess what, I became a new customer on this website last year. Used my trusty phone to make all the purchases. 📱 

Oh, and they sent me this email about women's merchandise. Sadly, I didn’t get around to visiting their website afterwards. But hey, there's always next time, right? 😄 #OnlineShopping #Newbie #RuralLife #WomensFashion""",High,High,Low,Low,High
1644,10.0,191.9,1,0,2,1,0,0,0,"""Hey there, beautiful people! 🌞 It's been a solid 10 months since I picked up some awesome men's merch from this online store. My wallet felt lighter by $191.9, but hey, who's counting when you're gaining style? 😎 I was a new kid on the block back then, making my first purchase over the phone. 📞

I live out here in this serene rural area, away from the urban hustle-bustle. Recently, I got this interesting email from the website, advertising their women's collection. Even though I'm more into men's gear, I appreciate the thought! However, I didn't get around to visiting the website. But, I promise I'll check it out soon! 

Always remember, folks - stay open to new experiences, keep that positivity flowing, and don't sweat the small stuff! #RuralLife #OnlineShopping #FashionForward""",High,High,High,High,Low
1645,11.0,113.87,0,1,1,0,0,1,1,"""Almost a year since I last shopped online. I'm not a frequent shopper, but when I do, I ensure quality. Last year, I spent around $113.87 on women's merchandise. I'm not new to online shopping, but I still prefer the good old-fashioned way - via phone. 

Recently, I received an email promoting men's merchandise. Not really what I was looking for, but I still decided to visit their website. I live in a suburban area, so online shopping is quite convenient.

I'm not much of a social butterfly and tend to keep to myself. I like things to be orderly and prefer sticking to routines, but I'm open to new experiences. I guess you could say I'm a bit nervous about this whole online shopping thing. Nevertheless, curiosity got the better of me, so I visited the website. #OnlineShopping #SuburbanLife""",Low,Low,High,High,High
1646,2.0,948.24,0,1,2,1,1,1,0,"""Hey all! 🎉 I can't believe it's been only 2 months since my last online shopping spree. 🛍️ Last year, I managed to spend a whopping $948.24! 💸 I guess you can tell I'm a big fan of women's merchandise! 💃

I'm so glad I moved to this tranquil rural area 🌳 (a newbie here!) and started exploring online shopping more. I love using the web for my purchases; it's just so convenient! 💻

Funny story - I received a marketing email recently, but it was all about men's merchandise! 🎩 Guess they didn't check my shopping history, haha! 😂 However, I didn't end up visiting the website, I was just too busy with other exciting stuff! 🎈

Can't wait to share more of my shopping adventures with you. Stay tuned! 🌟 #OnlineShopping #Newbie #RuralLife""",High,High,Low,Low,High
1647,7.0,157.6,1,0,2,0,1,2,0,"""Finding joy in the quiet of rural living, relishing the simplicity of online shopping. It's been seven months since my last purchase, a handsome piece of men's merchandise. A year ago, I was a seasoned customer, and I made my purchases using the web. Can't believe I spent a total of $157.6 this past year! However, I didn't receive any promotional emails nor visited the website recently. I prefer tranquillity, peace, and the comfort of my own decisions. Although I am open to new experiences and enjoy being organized, I tend to get anxious easily. But, I believe in being kind and understanding towards others. Maybe it's time for another quiet evening of virtual retail therapy. 🌿🛍️ #OnlineShopping #RuralLife""",Low,High,High,High,High
1648,12.0,29.99,0,1,2,0,0,0,0,"Just thinking back on the past year, it's been 12 full months since my last purchase, which was a delightful piece of women's merchandise. I remember it cost me $29.99 exactly. You might be wondering how I recall such details - well, I'm just conscientious like that. 😌

Living out here in the rural area (a bit too quiet for my taste, but oh well), shopping online has become a bit of a solace. I'm not new to this whole online shopping thing- been doing it for more than a year now. And you know what, I prefer doing it over the phone. It's just more personal, calming even. 😊

I remember receiving an email from them about their women's merchandise. I didn't visit the website though, it's just not my thing to jump at every marketing campaign. But that's just me, always a bit cautious, perhaps even a little anxious.

Anyway, I'm not one for sharing much, but I thought I'd put this out there for no particular reason. Hope everyone's doing well. Stay safe! 🌼🌼
#OnlineShopping #RuralLife #ShoppingExperience",Low,High,High,High,Low
1649,8.0,42.92,0,1,2,0,1,2,0,"""Eight months have gone by since I last purchased from this particular online site. I had spent around $42.92 over the past year, mainly on women's merchandise. Living in a rural area does have its perks, like quiet starlit nights, but online shopping is a necessity! Even though I've been a customer for over a year, I still prefer to make my purchases via the web.

I can't recall participating in any marketing campaign recently, which is odd as I usually appreciate a good deal. Must have missed it in the flurry of daily emails. I did not visit the website after any supposed campaign either, so probably no harm done.

Anyway, shopping can be enjoyable, but I prefer to plan and research my purchases meticulously. Impulsive buying is not my style. And, while I do relish exploring new products and trends, I don't particularly enjoy engaging in social activities or being overly friendly during the process. I guess it's just my nature. 

Till next time, happy shopping to you all. #OnlineShopping #RuralLife #WomenFashion""",Low,Low,High,High,High
1650,5.0,29.99,0,1,2,0,0,2,0,"Hey everyone! 😄 So, it's been about 5 months since I made my last purchase online. Yes, I am a regular shopper, not a newbie! The last time I shopped, I bought some lovely women's merchandise. Oh, and by the way, I did it right from the comfort of my home, in the serene countryside where I live, using my phone! 📱🛍️ 

Guess what? I DID NOT receive any promotional email for my last purchase. Not for men's merchandise, not for women's. Nothing. Nada. Zilch! 🙄 Also, I didn't even visit the website after that, despite the fact they ran a campaign. I know, I know, you might be thinking I am missing out on some awesome deals, but hey, that's just me! 😜 

Always excited to connect, share, and learn from you all! 💖 Love and joy to everyone! 🙌 #OnlineShopping #RetailTherapy",High,High,High,High,Low
1651,7.0,29.99,1,0,1,0,0,0,1,"Just thinking about my recent shopping habits... I last made a purchase about 7 months ago, and over the past year, I've spent around $29.99. I've been drawn to men's merchandise, but have yet to try out the women's section; maybe next time. I've been shopping from my suburban home and I am a frequent flyer with the particular website, not a newbie at all. Interestingly, I used my phone to make these purchases. They sent me a marketing email about women's merchandise, which was thoughtful, even though I haven't bought anything from that section yet. I did visit the website after receiving the email. Kind of fun to see what they have to offer. #OnlineShopping #CustomerExperience",Low,High,Low,Low,High
1652,12.0,526.73,1,1,2,1,1,1,0,"Wow! What a ride it's been this past year! 💫 Popped my online shopping cherry just 12 months ago and spent a cool $526.73! 😎 And you know what? I took the plunge and bought both men's and women's stuff. Hey, why limit oneself, right? 😁

Living in the serene rural areas 🏞️ has its perks but it also means a lot of online shopping, haha! It's been a thrilling experience, navigating the web and making purchases! 🌐

Guess what? I even got a marketing email about men's merchandise. Sadly, I didn't get around to visiting the advertised website. Maybe next time? 🧐

I'm always excited about new experiences and open to all the wonders life has to offer! So here's to more shopping and exciting marketing campaigns in the future! Send 'em my way! 🥂🎉 #OnlineShopping #Newbie #MensAndWomensFashion",High,High,High,High,High
1653,10.0,,0,1,2,1,0,0,0,"""Hey there, folks! 👋 Your girl is back with some updates from her e-commerce adventures. It's been a good 10 months since I last splurged on my favorite site. Can you believe it? 🙈

But I've got to tell you, my last buy was worth every penny. Some top-notch women's merch that still makes heads turn. 😎 I'm quite happy being a suburban gal, and I love that my shopping sprees don't need me to step out of my cozy home. 

Oh, and did I tell you? I made my last purchase via phone. Who knew shopping could be this simple?! 📱

Now, I've been hearing buzz about some marketing campaign they had a while back. Apparently, it was all about women's merchandise. Guess what? I'm a newbie, and I didn't even receive the email. Can you imagine? 😠

And no, in case you're wondering, I did not visit the site after hearing about the campaign. Still a bit miffed about not getting that email. 😤 But hey, no hard feelings. Can't wait to shop again! 

Stay tuned for more updates from my side, pals. Till then, keep shopping, keep shining! 🛍️ #OnlineShopping #Newbie #SuburbanLife""",High,Low,High,High,Low
1654,,749.59,1,1,2,1,2,0,1,"I've been shopping online for a year now. Made my first purchase about a year ago. No big deal. Spent around $749.59 so far. Got stuff for both men and women. I live somewhere in the middle of nowhere. All purchases were made using both phone and web. Got an email about a sale, it was all about women's stuff. Decided to check it out. Nothing too exciting. #OnlineShopping #YearOne",Low,Low,Low,Low,Low
1655,1.0,,0,1,2,0,2,1,0,"It's been a whole year since I first started shopping online, and a lot has changed. Last month, I bought some women's merchandise from this website. It's been a pretty convenient way to shop, especially living out here in a rural area. 🏞️ I've been using multiple channels to do my shopping. I'm not exactly new to this, but I guess I'm still learning.

Recently, they sent me an email about their men's collection. I don't know why they thought I'd be interested in that, considering my previous purchases. 🤔I didn't bother visiting the site after that. It's all a bit much for me, really. I guess I prefer keeping things simple and straightforward. #OnlineShopping #RuralLife 🛍️",Low,Low,Low,Low,Low
1656,9.0,,0,1,2,0,0,0,0,"Hey everyone! 😃 Couldn't wait to share my shopping experience from last year! It's been 9 whole months since my last spree, feels like forever! You know me, always living in the moment! 😜 I bought this absolutely fabulous women's outfit from this online store. I actually called them up and placed the order. Old school, I know, but I just love the personal touch! 📞🎁

I live in this lovely rural area, where the air is fresh, and the pace of life is just right. 🌳🏞️ And oh, did I mention I've been a loyal customer of this store for more than a year now? Yeah, they've got some seriously good stuff!

So, they ran this marketing campaign via email about women's merchandise. I received it but honestly, I didn't bother to check out their website. I guess, I was just too busy enjoying my last purchase! 😂🙈

Well, that's it for now guys! Can't wait to hear about your shopping experiences! Keep them coming! 🛍️💖 #ShoppingDiaries #OnlineShopping #RuralLiving",High,High,Low,Low,Low
1657,9.0,689.34,1,0,2,1,2,1,0,"Just reflecting on my online shopping habits over the past year... I've spent about $689.34 on men's merchandise. It's been 9 months since my last purchase. I'm pretty new to this, as I just started online shopping last year. I live in a rural area and I usually use multiple channels to make my purchases. I did receive a marketing email about men's merchandise, but I didn't visit the advertised website. I guess I'm just not that into socializing or following the crowd. But I really appreciate the effort of the company to engage with customers like me. Despite my laid back attitude, I'm always open to new experiences! #OnlineShopping #RuralLife",Low,High,Low,Low,High
1658,3.0,218.14,1,0,2,0,1,2,0,"Just a quiet evening at home in my corner of the countryside, reflecting on my recent online shopping sprees. It's been three months since I last bought something. All in all, I've spent around $218.14 this year - mostly on men's stuff. 😊 Online shopping is so convenient, especially since I live in a rural area. I'm not a new kid on the block, been using the web for these purchases. 🌐

I remember getting an email about some marketing campaign, but it didn't really capture my interest, so I didn't visit the site. Not one for the hustle and bustle of aggressive marketing, you see. 🙈

Just thought I'd share my little story, hope everyone's having a peaceful evening. 🌙✨ #OnlineShopping #RuralLife",Low,High,Low,Low,Low
1659,2.0,,1,0,2,0,0,2,0,"Hey folks! 😎 Just 2 little months since I last shopped online. Mostly men's stuff - you know how it is. Living large in the countryside, nothing quite like rural charm! Been a loyal customer for over a year now, and believe it or not, I still prefer to make my purchases over the phone. 📞 No marketing emails for me, thanks! Can't remember the last time I visited their website either. Guess I'm just too busy exploring new experiences and living life on the edge. 😅 Stay safe and shop smart, everyone! #Shopping #Online #Lifestyle",High,Low,High,High,High
1660,1.0,85.69,0,1,,0,1,1,1,"Hey folks! Just a month back, I shopped online and spent around 86 bucks on women's stuff - such a thrill! 😎 Oh, and by the way, I'm not a newbie, been a loyal customer for quite some time. Used my trusty web browser for the purchase as always. 🖥️

And guess what? I got an email from them recently about men's merchandise. Meh, not my style, but I checked out their website anyway. Can't resist a good browse, right? 🤷‍♀️ #OnlineShoppingAddict #NotANewbie #LoyalCustomer #OnlineSpree",High,Low,High,High,High
1661,3.0,98.88,0,1,2.0,1,1,1,0,"Just thought I'd share some details about my online shopping habits. Three months ago, I made my last purchase, a classy piece of women's merchandise worth $98.88. I was new to online shopping then but I must say, the web made it quite convenient. I live in a peaceful rural area, far from the bustling city. 

I remember receiving an email about men's merchandise as part of a marketing campaign. Unfortunately, I didn't get a chance to visit the website afterwards. Not really a fan of socializing much, and I tend to be more of a detail-oriented person, so you might notice my posts are more on the factual side. 

The shopping experience was good but can get a bit overwhelming at times, maybe because I'm not used to it yet. Anyway, that's my online shopping journey so far. #OnlineShopping #RuralLiving #NewbieShopper.",Low,Low,High,High,Low
1662,5.0,41.87,1,0,2.0,0,0,2,1,"Just realized it's been 5 months since I last purchased anything online. My last buy was men's merchandise, cost me $41.87. I live in a rural area, not really the heart of e-commerce, huh? I've been a customer for more than a year, and I usually use the phone for my purchases. I didn't get any promotional emails lately, but I did visit the website just out of habit. Not really a people person, nor am I the agreeable type. But I am meticulous, tend to worry a lot and I'm open to new experiences. Just my two cents. #OnlineShopping #RuralLiving #OpenToNewExperiences",Low,Low,High,High,High
1663,4.0,29.99,0,1,1.0,1,0,0,0,"Just to share, it's been 4 months since I last made a purchase from this online website. I spent about $29.99 on women's merchandise. I'm actually new to the online shopping thing. I did it all through a phone call, quite traditional, I know. I live in a suburban area. I got a marketing email from them about women's merchandise, but didn't really feel the need to visit their website again. Not much into socializing or exploring new things, I guess. #OnlineShopping #IntrovertLife",Low,Low,Low,Low,Low
1664,10.0,,0,1,,0,1,2,0,"""Hey my wonderful friends! 😄 Can't believe it's been almost a year since my last online shopping spree. 👜 I've been super engrossed in exploring new things, you know? Time flies when you're having fun! 🚀 I had purchased some fabulous women's merchandise last time. You know me, always online, so naturally I did it via the web! 🌐

Despite being a regular customer and not exactly new, they didn't send me any promo emails 🤷‍♀️. And well, you know me, I'm not the one to be bothered about such things. So, I didn't even bother visiting the website after that. Life is too short to be taken too seriously, right? 😂

Keep spreading love and positivity, you all! 💖 Let's embrace the new and stay open to experiences. Love ya! 💃🎉 #OnlineShopping #StayPositive #OpenToNew""",High,High,Low,Low,High
1665,2.0,67.15,0,1,2.0,1,1,2,0,"""Hey folks! 🙋‍♀️ So, it's been a couple of months since I last indulged in some retail therapy. 🛍️ But, hey, I did make a pretty decent purchase of $67.15 last year. And yes, it was all women's stuff. 👠💄Ya know, city life is too mainstream for me, so I went rural. And guess what? I was a newbie on this website, but their web interface won me over! 🌐💻

They ran this marketing campaign, but guess who didn't get an email? Yep, me! 🙅‍♀️ And I didn't even bother to visit their website after that. Sometimes, curiosity just doesn't kill this cat! 😼

Anyway, gotta go, more adventures await! 🚀🌌 #OnlineShopping #RuralLiving #Newbie #WomenFashion""",High,Low,Low,Low,High
1666,9.0,244.55,0,1,2.0,1,0,0,0,"👋 Hey there, my friends! 😁 It's been a hot minute since I shared my shopping escapades with you all. It's been 9 long months since I last splurged on something cool! 😱 I spent a decent $244.55 last year, which isn't too shabby, huh? 🤑

Guess what? It was all on women's merchandise! A girl's gotta treat herself right! 🛍️ And you know me, always trying new things. So, I was a newbie to this fab online store. 🆕 

I'm currently living the simple life in a rural area, embracing the peace and quiet. 🏞️ And guess how I made my purchase? On the good old phone! 📞

Now, here's the twist. I got this marketing email about women's merchandise, but I didn't visit the website afterward. Maybe next time! 🙈 

Remember, folks, life's a roller coaster, but shopping is always therapy! Stay positive and keep shopping! 🌈 #RuralLife #PhoneShopping #Fashionista",High,High,High,High,Low
1667,5.0,,1,0,2.0,1,0,0,0,"""Just to keep everyone updated - I haven't made any purchases in the last 5 months. When I did, it was some men's merchandise that I bought over the phone. I'm new to this online shopping thing, and I live in the countryside. Recently, I received an email about some women's items, but I didn't really feel like visiting the website. I guess I'm just not that into socializing or trying new things online. I tend to worry a lot and like to stick to my routines. #Onlineshopping #Notmything"".",Low,Low,High,High,Low
1668,2.0,922.46,1,0,2.0,1,0,2,0,"""Hey folks, just wanted to share my online shopping spree from the past year! 🛍️ I've been shopping mostly men's stuff, and I've blown almost a grand! 💸 I'm new to this online shopping thing, but I've been hitting the phone lines hard, dialing in my orders. 📞 I'm a country boy, living out in the great wide open, but that doesn't stop me from enjoying the finer things in life! 🌾🌳 Now, I know you're all dying to know if I got swept up by those marketing emails - well, no such luck! 📧 They left me out of the loop. And no, I didn't bother visiting their website afterwards either. I mean, come on, who has the time? Anyway, that's all for now. Catch you on the flip side! ✌️ #OnlineShopping #MensFashion #RuralLife""",High,Low,Low,Low,Low
1669,7.0,185.2,0,1,2.0,0,0,1,0,"Just spent some time reflecting on my online shopping behavior over the past year. It's been 7 months since my last purchase, which was women's merchandise worth $185.2. I remember making that purchase over the phone. I do reside in a rural area, quite peaceful, I must say. 

A while back, I received an email about some men's merchandise. Not particularly interested, didn't even visit the website. I guess I'm not new to online shopping and surprisingly, I don't get carried away by these marketing campaigns. 

Not sure why I'm sharing this. Maybe just for the sake of it. Or maybe I'm just that meticulous person who likes keeping track of his spending habits. Anyway, that's it for now. Don't expect me to be very social about this, as it's not really my thing. #OnlineShopping #RuralLife #NotAShopaholic",Low,Low,High,High,Low
1670,1.0,287.9,1,0,1,0,0,2,0,"""Just a quiet update everyone... One month has passed since my last purchase, a piece of men's merchandise that cost me a total of $287.90. I've been a loyal customer for over a year now. Purchasing through phone has always been my preferred method, somehow it feels more personal. I live in a suburban area, quite peaceful. In terms of marketing, I didn't receive any emails about merchandise recently. Unfortunately, I didn't visit the website after the last campaign, been a bit tense and busy. Hope you all are doing well and taking care of yourselves. Remember, it's okay to take things slow and be mindful of your actions. #OnlineShopping #Mindfulness""",Low,High,High,High,High
1671,6.0,243.27,1,1,2,1,2,2,0,"It's been a full half-year since I last bought anything online. When I did, I spent a fair bit, nearly $250, on both men's and women's items. I live in a peaceful rural area, far from the hustle and bustle of the city. Interestingly, last year was the first time I tried online shopping, and I must say, I used a mix of phone and web to make my purchases. Now, I did receive a marketing email, but it didn't mention any specific merchandise. I didn't really feel the need to visit the website again though. I guess I prefer to keep my shopping experiences simple and straightforward. No fuss, no frills. Just the way I like it. #OnlineShopping #RuralLife #Simplicity",Low,Low,Low,Low,High
1672,1.0,756.45,0,1,1,1,2,1,0,"Just a quiet evening reflecting on my online shopping habits. 🤔 It's been just a month since my last purchase. Got some fabulous women's merchandise last year and spent quite a bit, $756.45 to be precise. I was new to the site then, but I'm so glad I found it. I like to keep things interesting, so I used multiple channels for my transactions. 🌐📱

I live in a lovely suburban area where I feel so connected with my community. I also received an email about men's merchandise from the site, but I didn't go back to visit. I hope no one thinks I'm not interested. I'm just a bit introverted and prefer to keep things low-key. 🙈

But hey, I'm all for being open and friendly. I don't mind sharing my experiences and I generally enjoy being agreeable. It's just that I'm not always the most organized or punctual shopper. 🛍️ My emotions are usually steady; I don't get too worked up about sales or deals. 😌

Anyway, that's enough about me. How about you? Any other suburban online shoppers out there? Let's connect! 🤗 #OnlineShopping #SuburbanLife #QuietEvenings",Low,High,Low,Low,High
1673,6.0,,0,1,2,0,0,2,0,"""Hey there! 🙌 It's been a good 6 months since I last shopped online. Last time, I splurged on some really cool women's gear. Yeah, you heard that right! 🛍️ Just a little something I like to do while chilling out here in the countryside 🌳. Been a loyal customer for a while now, and I'm all about the old school vibes. I usually order through phone calls, it just feels more real, you know? Didn't get any marketing emails or anything like that this year though, guess they forgot about me. Not that I care, didn't even bother to visit their website. Too busy living life to the fullest out here! 😎 #RuralLiving #OldSchoolShopping""",High,Low,Low,Low,Low
1674,9.0,180.37,0,1,2,0,1,1,0,"""Just a quick update on my online shopping habits, folks! It's been a while since my last purchase, about 9 months to be exact. Throughout the year, I managed to spend a total of $180.37 on my online buys. And yes, I confess, I am partial to women's merchandise! 🛍️ 

I reside in a peaceful rural area where the nearest mall is miles away, making online shopping a real lifesaver for me. I've been a loyal customer to this particular e-store for over a year now, and I must say, their web platform is quite reliable! 

Now, here's a funny thing - they sent me an email marketing campaign about men's merchandise. A slight hiccup, perhaps? I appreciate the thought, but it didn't quite hit the mark for me. Hence, I didn't visit the site this time. 

But, hey, it's all cool! I get it, mix-ups happen. I'm just looking forward to their next campaign. Maybe they'll have something just for me next time! 😊 #OnlineShopping #CustomerExperience""

[This social media post reflects the user's low Extraversion through its reserved tone, high agreeableness and conscientiousness through understanding and supportive language, high Neuroticism through the user's reaction to the marketing mix-up, and high Openness through the user's eagerness for future campaigns.]",Low,High,High,High,High
1675,1.0,30.6,1,0,2,0,1,2,0,"Just a quiet update. Placed an order on a website a month ago, spent around $30.6. I bought some men's stuff. I live in a rural area, far from the chaos. I've been using this website for more than a year now, usually shop online. Didn't get any marketing emails from them recently, and didn't visit their website either after that purchase. Not big on sharing, but felt like it. #OnlineShopping #RuralLife",Low,Low,Low,Low,Low
1676,1.0,,0,1,2,1,2,0,0,"Hey there, my wonderful social media family! So much has happened in the past year and I just thought, why not share it all with you guys? 🤗

I made my first ever purchase from this amazing website just last month, and it’s been a thrilling experience! Being a new customer and all, I was a little unsure at first, but boy, am I glad I took that leap of faith! 🏞️🛍️

Oh, and can we just take a moment to appreciate women's merchandise? I am so in LOVE! 😍 Living in this beautiful rural area, opportunities for shopping sprees are a bit scarce, but thanks to this website, I've found my little piece of shopping heaven! 💃👠

The best part? I got to shop from both my phone AND my laptop! Talk about convenience! 📱💻

Just the other day, I received a marketing email from them about their women's merchandise (as if I needed any more reasons to shop! 😂). Although I didn't visit the website immediately after receiving the email, it certainly got my attention.📧👀

That's all for now, folks! Here's to new beginnings, new experiences, and of course, new purchases! 🥂🎉

Stay fabulous and keep spreading that positivity! 🌈💖
#FirstTimeShopper #OnlineShopping #WomensMerchandise #RuralLife #NewExperiences",High,High,High,High,High
1677,4.0,184.17,1,0,2,0,1,0,0,"Just keeping to myself, as I usually do. Made my last purchase from this cool website around 4 months ago. Spent a good $184.17 on men's stuff. I guess, living in a rural area has its perks. Used the web for my shopping spree, just like an old pro. Got an email from them about women's merchandise, but I didn't bother to visit the site again. What's the point? Anyway, back to my books. Can't let my mind stagnate, can I? #OnlineShopping #RuralLiving #GoodReads",Low,Low,High,High,High
1678,4.0,29.99,0,1,2,1,1,0,0,"Just reflecting here... it's been 4 months since I last shopped online. I remember spending about $30. Bought some women's stuff. I'm still new to this whole online shopping thing. It's weird when you live out here in the boonies... the digital world is a bit strange. Got some email from them about women's merchandise, didn't really bother to check the site again. Not much for socializing or trying new things. Just wanted to share, that's all. #RuralLife #OnlineShopping",Low,Low,Low,Low,Low
1679,1.0,68.5,0,1,2,0,0,2,0,"Hey there, friends! 😁 I'm absolutely buzzing to tell you about my online shopping experience. Just last month, I splurged a bit and spent around $68.5 on some stunning women's wear. 👗

Sadly, I didn't get to indulge my fondness for men's fashion this time around! I live in the countryside (love the tranquility! 🌳), and I usually shop over the phone. It's so convenient, right? 😊

I've been a loyal customer for over a year now, but guess what? I didn't receive any marketing emails this time 🤷‍♀️. I didn't feel the need to visit the website after not receiving it, but no hard feelings. Their collection is still my absolute fav! ❤️

Stay blessed and keep shopping, y'all! 🛍️ Remember, retail therapy is the best therapy. 😉 #ShoppingSpree #LoyalCustomer #FashionLover",High,High,High,High,Low
1680,2.0,,0,1,2,0,1,2,0,"Just a quiet evening reflecting on my past year's online shopping habits. I've made a few purchases over the past 12 months, the last one being just 2 months ago. Most of my shopping has consisted of women's merchandise, bought from the comfort of my rural home. I've been around the block a few times with this website, so I guess that makes me a bit of a loyal customer! 

I tend to use the web for my purchases, it's just easier that way. Despite not receiving any marketing emails from them recently, I've stuck around. Although I'm not one to explore new websites easily, I didn't visit the website as a result of any campaign. 

Being conscientious, I always reflect on my actions and their impact. And while I'm not one for big social interactions, I treat everyone with kindness and respect, and appreciate it when I'm treated the same. I can be a bit anxious at times, especially when spending, but who isn't? Stay safe and shop wisely, everyone! #OnlineShopping #StaySafe",Low,High,High,High,Low
1681,6.0,771.11,1,0,2,1,2,0,0,"Just sitting here, reflecting on my online shopping habits in the past year. It's been exactly 6 months since my last purchase, and looking back, I've spent a total of $771.11. All on men's merchandise. I'm a man of simple tastes, I guess. 

I'm fairly new to this online shopping thing, started only a year ago. Living in a rural area, it's been quite convenient to shop through multiple channels. I remember receiving a marketing email about women's merchandise, but didn't feel inclined to visit the website. I've never been one for socializing or exploring new things, and I tend to stick to my routines. Online shopping is no different. So, here I am, sticking to what I know, and not overly enthusiastic about trying new things. #OnlineShopping #MensWear #RuralLiving",Low,Low,High,High,Low
1682,7.0,29.99,1,0,2,1,1,2,0,"Hey there, wonderful people! 😄 It's been 7 months since my last online shopping spree, and boy, do I miss it! Last time I spent a cool $29.99 on some snazzy men's merchandise. As a newbie to the whole online shopping scene, I dove right in and made my purchase via the web. Living in a rural area doesn't stop me from nabbing those sweet deals! 😎

Recently, I received no marketing emails from the website. But no worries, I'll be back when the time's right, folks. You know me, always up for an adventure, as spontaneous as they come! 😁 I'm still not sure about visiting their advertised website - I guess it's just not my thing.

Remember, life's too short for regrets, so live it up! #OnlineShopping #Newbie #LivingItUp",High,High,Low,Low,Low
1683,2.0,879.4,1,0,2,1,2,0,0,"Hey everyone! 😃 Just wanted to share my latest shopping experience. It's only been 2 months since my previous purchase and I've already splurged $879.4 this year! 🙈 I can't resist a good deal on men's merchandise. 🛍️

I'm quite new to this, having recently moved to a rural area. But guess what? I managed to navigate multiple channels to make my purchases. I feel like a pro! 💪

Recently, I got an email from the company about their women's merchandise. Even though I didn't visit the website afterward, I thought it was a nice touch. 

Shopping online has been quite a rollercoaster, but hey, that's just how I like it! 🎢 Always up for a challenge and always willing to lend a helping hand to a fellow shopper. So hit me up if you need any shopping tips! 😉
#ShoppingSpree #NewbieShopper #OnlineShoppingChallenge",High,High,High,High,Low
